Employer name (English) / 僱主名稱 (英文) ,Employer name (Chinese) / 僱主名稱 (中文) ,Wage subsidy amount (June ‐ August 2020) / 工資補貼金額 (2020年6月至8月) ,Committed headcount under payroll / 
,,,
,,,承諾受薪僱員人數 
,,,
"SOLEX LOGISTICS (HK) CO.,LTD. ",豐業香港物流有限公司 ,"12,750.00",1
,,,
SOLID CHANNEL COMPANY LIMITED ,悅泰有限公司 ,"108,000.00",4
,,,
SOLID FAME DEVELOPMENT LIMITED ,景博發展有限公司 ,"150,000.00",6
,,,
SOLID IDEA LIMITED ,SOLID IDEA 有限公司 ,"230,349.00",10
,,,
SOLID MAX LIMITED ,毅斯有限公司 ,"69,000.00",3
,,,
SOLID SIGHT INTERNATIONAL LIMITED ,華視國際有限公司 ,"10,500.00",2
,,,
SOLITAIRE GEMS LIMITED ,,"42,000.00",3
,,,
SOLITON SECURITIES LIMITED ,善恆證券有限公司 ,"162,000.00",6
,,,
SOLLIGHT INDUSTRIAL LTD ,琦亮實業有限公司 ,"15,000.00",1
,,,
SOLO HAIR ,,"48,078.00",3
,,,
SOLOMAN CPA LIMITED ,所羅門會計師事務所有限公司,"27,000.00",1
,,,
SOLOMANN ASIA PACIFIC LIMITED ,,"135,000.00",5
,,,
SOLOMO SOLUTION LIMITED ,,"54,000.00",2
,,,
SOLOMON CAPITAL MANAGEMENT LIMITED ,瑞明資本有限公司 ,"27,000.00",1
,,,
SOLOMON PEST CONTROL LIMITED ,所羅門滅蟲服務有限公司 ,"72,000.00",4
,,,
SOLOMON SECURITIES LIMITED ,所羅門證券有限公司 ,"108,000.00",5
,,,
SOLOMON SMART LIMITED ,所羅門智科有限公司 ,"186,786.00",8
,,,
SOLOMON SOFTWARE (HONG KONG) LTD. ,所羅門軟件(香港)有限公司 ,"98,250.00",4
,,,
SOLOMON SYSTECH LIMITED ,晶門科技有限公司 ,"3,240,000.00",117
,,,
SOLUTION FOREST LIMITED ,,"140,475.00",7
,,,
SOLUTION IN ONE LIMITED ,合一國際有限公司 ,"78,000.00",3
,,,
SOLUTIONS RESEARCH CENTRE LTD ,拜研資訊有限公司 ,"162,000.00",6
,,,
SOLUX INTERNATIONAL LIMITED ,陽明香港國際有限公司 ,"165,000.00",7
,,,
SOLVE PORT INTEGRATION LIMITED ,科拓(系统)有限公司 ,"133,500.00",5
,,,
"SOLVED BY TECHNOLOGY CO., LIMITED ",迎刃而解有限公司 ,"27,000.00",1
,,,
SOMA TEXTILE LIMITED ,塏明紡織有限公司 ,"37,500.00",2
,,,
SOME BRIGHT INDUSTRIES LIMITED ,森明實業有限公司 ,"54,000.00",2
,,,
SOME LIFE TECHNOLOGY COMPANY LIMITED ,生活醫生科技有限公司 ,"27,000.00",1
,,,
SOMETHING ELF LIMITED ,,"6,636.00",1
,,,
SOMFY CO LIMITED ,,"189,000.00",7
,,,
SOMMELIER COMPANY LIMITED ,侍酒師有限公司 ,"108,000.00",4
,,,
SON CPA LIMITED ,財智會計師有限公司 ,"27,000.00",1
,,,
SONATA INVESTMENTS LIMITED ,永馭投資有限公司 ,"58,500.00",3
,,,
SONDEX INDUSTRIAL CO LTD ,迅達實業(國際)有限公司 ,"81,000.00",3
,,,
SONEPAR ASIA PACIFIC LIMITED ,,"358,800.00",14
,,,
SONIASUNNY KIDS ,晴曦優苗坊 ,"10,650.00",1
,,,
SONIC BATTERY HOLDINGS COMPANY LIMITED ,生力電池集團有限公司 ,"128,502.00",5
,,,
SONIC ENGINEERING COMPANY ,啟瞳工程公司 ,"378,000.00",15
,,,
SONIC INSPIRATION LIMITED ,,"28,200.00",2
,,,
SONIC LOGISTIC EQUIPMENT LIMITED ,迅達物流設備有限公司 ,"69,000.00",3
,,,
SONIC PATH GLOBAL LIMITED ,迅途環球有限公司 ,"42,000.00",2
,,,
SONIVY TECHNOLOGY LIMITED ,阡豐科技有限公司 ,"324,000.00",12
,,,
SONMAX INDUSTRIAL LIMITED ,信迪實業有限公司 ,"18,000.00",1
,,,
SONN GROUP LIMITED ,,"81,000.00",3
,,,
SONNE INTERNATIONAL COMPANY LIMITED ,向日國際有限公司 ,"27,000.00",1
,,,
SONRISA CONCEPT LTD ,菀然餐飲有限公司 ,"54,000.00",2
,,,
SONY PICTURES TELEVISION (HK) LIMITED ,,"1,204,269.00",46
,,,
SOON KEE ,順記 ,"42,900.00",2
,,,
SOPHIA HEALTH AND BEAUTY LIMITED ,蘇菲亞纖體美容有限公司 ,"43,758.00",2
,,,
SOPHIE CREATIONS LTD. ,,"77,850.00",5
,,,
SOPHISTICATED HAIR CARE ,精進專業護髮中心 ,"20,235.00",1
,,,
SORRENTO CAPITAL LIMITED ,擎天資本有限公司 ,"189,000.00",7
,,,
SORRENTO SECURITIES LIMITED ,擎天證券有限公司 ,"108,000.00",5
,,,
SOU LAM COMPANY LIMITED ,壽林有限公司 ,"216,000.00",8
,,,
SOUL COLLECTION LIMITED ,綽盛智能科控(香港)有限公司 ,"161,832.00",7
,,,
SOUL POST LIMITED ,,"81,000.00",3
,,,
SOUL RETAIL ,魄賣零售 ,"15,000.00",1
,,,
SOUND COMPONENTS LIMITED ,聲港科技有限公司 ,"119,775.00",5
,,,
SOUND CONCEPTS LTD ,,"294,600.00",11
,,,
SOUND DECISIONS (HONG KONG) LIMITED ,,"27,000.00",1
,,,
SOUND WORKS & SUPPLIES LIMITED ,聲韻音響科技工程有限公司,"103,500.00",4
,,,
SOUNDBRENNER LIMITED ,,"282,000.00",11
,,,
SOUNDMAX ELECTRONICS LIMITED ,三馬電子有限公司 ,"108,000.00",4
,,,
SOUNDS GOOD CREATIVE COMPANY LIMITED ,說好的創意有限公司 ,"108,000.00",4
,,,
SOUNDS GREAT SERVICES LIMITED ,好聲服務有限公司 ,"42,150.00",2
,,,
SOUNDWELL ELECTRONIC COMPONENTS COMPANY LIMITED ,昇威電子元件有限公司 ,"54,000.00",2
,,,
SOUNDWELL ELECTRONIC MANUFACTURING COMPANY LIMITED ,昇威電子製品有限公司 ,"106,500.00",4
,,,
SOUR AND SPICY NOODLE ,傷心酸辣粉 ,"176,385.00",8
,,,
SOUR AND SPICY NOODLE COMPANY ,傷心酸辣粉 ,"193,812.00",10
,,,
SOURCE BEAUTY TREATMENT CENTRE ,創美紀專業美容護理中心 ,"22,455.00",1
,,,
SOURCE PARFAITE LIMITED ,爵譽有限公司 ,"124,500.00",5
,,,
SOURCECODE TECHNOLOGY (HK) LIMITED ,,"162,000.00",6
,,,
SOURCELAB TECHNOLOGY LIMITED ,原創點科技有限公司 ,"54,000.00",3
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
SOUTH ASIA ENGINEER CO. ,南亞工程公司 ,"14,400.00",1
,,,
SOUTH CHINA HOUSE OF TECHNOLOGY LIMITED ,南中國科技 ,"174,066.00",7
,,,
SOUTH FEDERATION LTD ,南國同盟有限公司 ,"12,000.00",1
,,,
SOUTH INTERNATIONAL TRADING (HONG KONG) LIMITED ,南方國際貿易(香港)有限公司 ,"54,000.00",2
,,,
SOUTH LIGHT CHINESE MEDICINE CENTER ,盈康參茸藥材行 ,"10,500.00",1
,,,
SOUTH POINT SERVICES HONG KONG LIMITED ,南點香港服務有限公司 ,"135,000.00",5
,,,
SOUTH PROJECT LTD ,,"81,000.00",3
,,,
SOUTH SEA GLOBAL SERVICES LTD ,南海環球服務有限公司 ,"42,000.00",2
,,,
SOUTH SIGHT ENTERPRISES LTD ,,"27,000.00",1
,,,
SOUTH STREAM SEAFOODS LIMITED ,南川海產有限公司 ,"337,275.00",13
,,,
SOUTH UNION FOOD CO LTD ,南聯食品有限公司 ,"936,879.00",34
,,,
SOUTHEAST FIRE COMPANY LIMITED ,東南消防有限公司 ,"42,000.00",3
,,,
SOUTHERN BRIDGE STRATEGY CO LTD ,南橋策略有限公司 ,"66,000.00",3
,,,
SOUTHERN DISTRICT FOOTBALL CLUB LIMITED ,南區足球會有限公司 ,"692,250.00",30
,,,
SOUTHERN FISHERY ENTERPRISES LIMITED ,南區漁業有限公司 ,"181,590.00",7
,,,
SOUTHERN KEEN YOUTH ,南青鋒 ,"102,000.00",4
,,,
SOUTHERN MEDICAL CENTRE ,南區醫務中心 ,"96,000.00",4
,,,
SOUTHERN RISE LIMITED ,昱南實業有限公司 ,"27,000.00",1
,,,
SOUTHGOBI RESOURCES (HONG KONG) LIMITED ,南戈壁資源(香港)有限公司 ,"324,000.00",12
,,,
SOVAST (HONG KONG) LIMITED ,新華思捷(香港)有限公司 ,"27,000.00",1
,,,
SOVEREIGN TRUST (HONG KONG) LIMITED ,,"1,177,026.00",47
,,,
SOW (ASIA) FOUNDATION LIMITED ,心苗(亞洲)慈善基金有限公司 ,"7,500.00",1
,,,
SOZO MEDICAL COMPANY LIMITED ,,"64,500.00",3
,,,
SP CONSULTING LIMITED ,,"508,863.00",18
,,,
SP DEAL COMPANY LIMITED ,,"75,750.00",3
,,,
SPA HOUSE ,,"13,500.00",1
,,,
SPA MONKEYS LIMITED ,,"54,000.00",2
,,,
SPACE DECOR LTD ,星品居有限公司 ,"42,000.00",2
,,,
SPACE GLIDER LIMITED ,,"49,500.00",3
,,,
SPACE INTERIOR DESIGN LIMITED ,卓越廚櫃傢俬裝修有限公司,"54,000.00",2
,,,
SPACE LINK LIMITED ,,"81,000.00",3
,,,
SPACE SERVICES LIMITED ,,"108,000.00",4
,,,
SPACE STORE ASSET MANAGEMENT LIMITED ,太空倉資產管理有限公司 ,"16,500.00",1
,,,
SPACEART LIMITED ,創無限有限公司 ,"79,140.00",4
,,,
SPACEBAR LIMITED ,空鍵設計事務所有限公司 ,"153,750.00",6
,,,
SPACEWALK LIMITED ,漫遊太空有限公司 ,"81,000.00",3
,,,
SPARK CONCEPT LIMITED ,,"155,250.00",6
,,,
SPARK DESIGN LIMITED ,思寳室內設計有限公司 ,"27,000.00",1
,,,
SPARKLE ACADEMY LIMITED ,心樂薈有限公司 ,"9,375.00",4
,,,
SPARKLE GEMS LTD ,,"180,000.00",7
,,,
SPARKLE JEWELLERY COMPANY LIMITED ,曉曉珠寶有限公司 ,"103,500.00",4
,,,
SPARKLE PARTNERS (HK) LIMITED ,,"189,000.00",7
,,,
SPARKLE PATH LIMITED ,,"102,000.00",5
,,,
SPARKLE RESTAURANT LIMITED ,星匯飲食有限公司 ,"324,510.00",10
,,,
SPARKLE TECHNOLOGIES LIMITED ,禾碩科技有限公司 ,"19,500.00",1
,,,
SPARKLE WICK GLOBAL LIMITED ,淩彩環球有限公司 ,"97,956.00",7
,,,
SPARKLES EDUCATION COMPANY LIMITED ,思翱教育有限公司 ,"61,950.00",3
,,,
SPARKLINK TECHNOLOGY LIMITED ,焯聯科技有限公司 ,"166,500.00",8
,,,
SPARKZ TECHNOLOGIES LIMITED ,施帕克有限公司 ,"54,000.00",2
,,,
SPARROW COMPANY LIMITED ,麻雀有限公司 ,"73,500.00",3
,,,
SPAWN HONG KONG LIMITED ,十創香港有限公司 ,"108,000.00",4
,,,
SPAZIO DESIGN STUDIO LIMITED ,,"102,000.00",4
,,,
SPEAR GROUP LIMITED ,斯比集團有限公司 ,"118,731.00",6
,,,
SPECIAL AREA LTD. ,特洲有限公司 ,"36,000.00",3
,,,
SPECIAL HAPPY LIMITED ,尤喜有限公司 ,"262,131.00",11
,,,
SPECIAL TECHNOLOGY LIMITED ,普特科技有限公司 ,"27,000.00",1
,,,
SPECIAL WELL DEVELOPMENT LIMITED ,特華發展有限公司 ,"81,000.00",3
,,,
SPECIALIST SERVICES COMPANY LIMITED ,準誠服務有限公司 ,"27,000.00",1
,,,
SPECIALTY CLINIC IN PERIODONTOLOGY LIMITED ,牙周治療專科診所有限公司,"113,979.00",7
,,,
SPECTEK (HONG KONG) CO. ,上海特科(香港)公司 ,"27,000.00",1
,,,
SPECTRA MANAGEMENT LIMITED ,,"735,936.00",32
,,,
SPECTRA PARTNERSHIP LIMITED ,,"208,728.00",8
,,,
SPECTRUM DEVELOPMENT LIMITED ,,"159,468.00",6
,,,
SPECTRUM RISE LIMITED ,,"597,906.00",23
,,,
SPEED 2 MARKET LIMITED ,,"189,000.00",8
,,,
SPEED APPAREL (HK) LIMITED ,尚捷(香港)有限公司 ,"1,431,000.00",50
,,,
SPEED DATING FEVER LIMITED ,狂熱約會有限公司 ,"27,000.00",1
,,,
SPEED ENTERPRISES LIMITED ,思達企業有限公司 ,"54,000.00",2
,,,
SPEED NEW LTD ,快信制版有限公司 ,"96,423.00",5
,,,
SPEED POWER TRANSPORTATION LTD ,迅威運輸有限公司 ,"71,700.00",3
,,,
SPEED SCRAP ,聯光行 ,"27,000.00",1
,,,
SPEED VAST (TO KWA WAN) OIL & CHEMICALS LIMITED ,迅昇(土瓜灣)石油化工有限公司 ,"27,000.00",2
,,,
SPEED WIN INVESTMENT LIMITED ,東成投資有限公司 ,"28,101.00",2
,,,
SPEEDER LOGISTICS COMPANY ,精英物流公司 ,"66,750.00",3
,,,
SPEEDLINE INTERNATIONAL COMPANY LIMITED ,德奈國際有限公司 ,"62,100.00",3
,,,
SPEEDMARK TRANSPORTATION LTD. ,立通國際貨運有限公司 ,"1,299,687.00",49
,,,
SPEEDTECH LOGISTICS INTERNATIONAL LIMITED ,捷達物流國際有限公司 ,"131,100.00",6
,,,
SPEEDWAY LOGISTICS (HONG KONG) LIMITED ,百利物流服務(香港)有限公司 ,"391,038.00",16
,,,
SPEEDWAY LOGISTICS LIMITED ,順通物流有限公司 ,"27,000.00",1
,,,
SPEEDY CHINA LTD ,舜華有限公司 ,"31,500.00",2
,,,
SPEEDY DESIGN COMMUNICATIONS LIMITED ,,"54,000.00",2
,,,
SPEEDY THREE LIMITED ,,"54,000.00",2
,,,
SPEEDY TRAVEL LTD ,飛騰旅業有限公司 ,"15,000.00",1
,,,
SPEEDY YOUNG DEVELOPMENT LIMITED ,迅益發展有限公司 ,"81,000.00",3
,,,
SPICEBOX ORGANICS LIMITED ,,"190,326.00",10
,,,
SPIDER ALUMINUM TOWER SYSTEM LIMITED ,派達鋁架工程有限公司 ,"48,000.00",2
,,,
SPIDER GLOBAL LIMITED ,信必得環球有限公司 ,"162,000.00",6
,,,
SPIDER LADDER SYSTEM LIMITED ,派達梯具系統有限公司 ,"148,500.00",7
,,,
SPIDER TREE CATERING LIMITED ,魚木飲食集團有限公司 ,"54,000.00",2
,,,
SPINE WORLD LIMITED ,,"27,000.00",1
,,,
SPIRIANT ASIA PACIFIC LIMITED ,,"1,253,280.00",50
,,,
SPIRIT TRANSPORT CO ,柏力運輸公司 ,"15,000.00",1
,,,
SPIRITCHINA SERVICES LIMITED ,,"27,000.00",1
,,,
SPL WATCH & JEWELLERY LIMITED ,升譽鐘錶珠寶有限公司 ,"27,000.00",1
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
SPLASH FOUNDATION LIMITED ,,"81,000.00",3
,,,
SPLENDID EMPLOYMENT CENTRE ,尚成僱傭中心 ,"38,250.00",2
,,,
SPLENDID HK COMPANY LIMITED ,,"788,175.00",30
,,,
SPLENDID TOURS & TRAVEL LIMITED ,繽紛行有限公司 ,"492,879.00",24
,,,
SPLENDOR AIRCON SERVICES LIMITED ,威榮冷氣服務有限公司 ,"277,302.00",12
,,,
SPLENDOR CREDIT FINANCE LIMITED ,卓智信貸財務有限公司 ,"81,000.00",3
,,,
SPM LIMITED ,高盛物業有限公司 ,"432,000.00",15
,,,
SPN HONG KONG LTD ,樂程香港有限公司 ,"96,000.00",4
,,,
SPONGE CREATION LAB LIMITED ,,"37,620.00",4
,,,
SPORTS LIFE ASIA LIMITED ,,"27,000.00",1
,,,
SPORTS REPORT LIMITED ,聚寶(中國)有限公司 ,"106,500.00",4
,,,
SPORTSOHO MEDIA LIMITED ,運動版圖有限公司 ,"1,312,395.00",51
,,,
SPORTSOURCE LIMITED ,,"25,500.00",1
,,,
SPORTSROAD MEDIA COMPANY LIMITED ,體路媒體有限公司 ,"216,000.00",8
,,,
"SPRAY CO., LIMITED ",沛杰有限公司 ,"139,500.00",6
,,,
SPREAD WELL DEVELOPMENT LIMITED ,展榮發展有限公司 ,"81,000.00",3
,,,
SPREAD‐IT LIMITED ,,"585,390.00",20
,,,
SPRING BEAUTY GROUP LIMITED ,,"36,273.00",2
,,,
SPRING FLOWER LIMITED ,春天花卉有限公司 ,"40,500.00",4
,,,
SPRING GLORY DEVELOPMENT LIMITED ,源榮發展有限公司 ,"27,000.00",4
,,,
SPRING INTERNATIONAL TRAVEL SERVICE (HK) LTD ,春秋國際旅行社(香港)有限公司 ,"166,500.00",7
,,,
SPRING RIVER FULIN KNITTING (HK) LIMITED ,富春江富霖針織(香港)有限公司 ,"184,500.00",7
,,,
SPRING SINO LIMITED ,春華發行代理有限公司 ,"144,822.00",7
,,,
SPRING VAST FOOD DEVELOPMENT LTD. ,浩泉食品發展有限公司 ,"57,000.00",3
,,,
SPRINGBEAUTY ,美之泉 ,"44,757.00",3
,,,
SPRINGTIME DESIGN LIMITED ,,"81,000.00",3
,,,
SPROUT FAMILY OFFICE MANAGEMENT LTD. ,盛柏家族辦公室管理有限公司,"100,500.00",4
,,,
"SPRY ASIA (HONG KONG) CO., LIMITED ",大利亞洲(香港)有限公司 ,"27,000.00",1
,,,
SPS ECE ASIA PACIFIC LIMITED ,錫焯亞太有限公司 ,"80,550.00",4
,,,
SPS FAR EAST LIMITED ,安全纸業及器材有限公司 ,"27,000.00",1
,,,
SPV CONTRAFI LIMITED ,顯明工程有限公司 ,"54,000.00",2
,,,
SQ CAPITAL PARTNERS GROUP LIMITED ,尚策資本集團有限公司 ,"27,000.00",1
,,,
SQFT GLOBAL PROPERTIES (HK) LIMITED ,咫尺國際置業(香港)有限公司 ,"95,673.00",7
,,,
SQM GLOBAL PROPERTIES LIMITED ,咫尺環球置業有限公司 ,"232,008.00",10
,,,
SQUARE CAPITAL MANAGEMENT LIMITED ,時石資產管理有限公司 ,"27,000.00",2
,,,
SQUARE SHOP TELECOM LIMITED ,八方社電訊有限公司 ,"75,165.00",3
,,,
SQUARESTREET LIMITED ,,"54,000.00",5
,,,
SQUIFFY HAIR SALON ,,"31,410.00",2
,,,
SQUINA INTERNATIONAL GROUP LIMITED ,雪肌蘭國際集團有限公司 ,"2,242,515.00",86
,,,
SQUINA MEDICAL HEALTHCARE CENTRE LIMITED ,雪肌蘭健康檢測中心有限公司,"31,200.00",2
,,,
SRIT LIMITED ,,"70,041.00",3
,,,
SRITEX (HONG KONG) LIMITED ,斯紡(香港)有限公司 ,"100,050.00",6
,,,
SRS ASIA LIMITED ,,"54,000.00",2
,,,
SRSWORKS LIMITED ,時征科技有限公司 ,"238,863.00",10
,,,
SS VENTURES LIMITED ,,"27,000.00",2
,,,
SSAP RETAIL LIMITED ,,"89,718.00",4
,,,
SSC CORPORATE SERVICES LIMITED ,,"387,150.00",15
,,,
S‐SENSE LOGISTICS LIMITED ,龍達物流集團有限公司 ,"108,000.00",4
,,,
SSL (ASIA) PACIFIC LTD. ,佶鑫(亞太)建材有限公司 ,"323,250.00",12
,,,
SSP EVENTS LTD ,,"27,000.00",1
,,,
ST BONAVENTURE PARISH ,聖文德堂 ,"49,227.00",3
,,,
"ST CORPORATE SERVICES CO., LIMITED ",信達會計顧問有限公司 ,"16,500.00",3
,,,
ST DESIGN LIMITED ,仕達設計工程有限公司 ,"120,750.00",5
,,,
ST FUTURE INTERNATIONAL LIMITED ,聖富喬國際有限公司 ,"54,000.00",2
,,,
ST MARTIN COLLECTION LIMITED ,聖馬田精品店有限公司 ,"81,000.00",3
,,,
ST TSOI & PARTNERS LIMITED ,,"52,500.00",2
,,,
ST. HILARY'S EDUCATION CONSULTANT LIMITED ,德萃教育顧問有限公司 ,"889,587.00",34
,,,
ST. HILARY'S SCHOOL LIMITED ,德萃學校有限公司 ,"1,395,954.00",54
,,,
ST. TERESA'S HOSPITAL SCANNING CENTRE COMPANY LIMITED ,聖德肋撒醫院掃描中心有限公司,"2,780,388.00",104
,,,
STA PROFESSION LIMITED ,智達商業服務有限公司 ,"54,000.00",2
,,,
STADLBAUER (HK) LIMITED ,,"378,000.00",14
,,,
STAG SOLUTION LIMITED ,,"27,000.00",1
,,,
STAGE CATERING SERVICES LIMITED ,舞台文化餐飲服務有限公司,"98,094.00",6
,,,
STAGE DESIGN LIMITED ,原創作設計有限公司 ,"312,000.00",16
,,,
STAGE MUSIC CO ,,"16,260.00",1
,,,
STAGE PHOTOGRAPHY COMPANY LIMITED ,,"221,877.00",9
,,,
STAGEPOWER CREATIVE PRODUCTION COMPANY LIMITED ,舞台動力創意製作有限公司,"384,555.00",15
,,,
STALLION GROUP INTERNATIONAL LIMITED ,,"54,000.00",3
,,,
STALLION LIMITED ,,"54,000.00",2
,,,
STALLION SPORT LIMITED ,,"1,197,261.00",46
,,,
STAMINA PERFORMANCE O/B E‐GARMENT LIMITED ,,"46,500.00",2
,,,
STAMPTITUDE ,,"70,722.00",4
,,,
STAND COMMUNICATIONS LIMITED ,正立廣告創作有限公司 ,"81,000.00",3
,,,
STAND GREAT INVESTMENT LIMITED ,偉立投資有限公司 ,"307,578.00",12
,,,
STANDARD ACCOUNTING LIMITED ,標準會計顧問有限公司 ,"25,500.00",1
,,,
STANDARD BUILDING HARDWARE LIMITED ,標準五金建材有限公司 ,"76,500.00",3
,,,
STANDARD COMMERCIAL ENTERPRISES COMPANY LIMITED ,,"26,100.00",2
,,,
"STANDARD COMPANY HONG KONG CO.,LTD ",思湯達香港有限公司 ,"234,477.00",11
,,,
STANDARD DEVELOPMENT CO. ,標準發展公司 ,"27,000.00",1
,,,
STANDARD DIGITAL PRODUCTION COMPANY ,標準數碼製作公司 ,"81,000.00",3
,,,
STANDARD ENG CO. ,標準工程公司 ,"198,000.00",8
,,,
STANDARD FREIGHT HK LTD ,,"123,000.00",5
,,,
STANDARD INDUSTRIAL MANUFACTORY COMPANY LIMITED ,實用工業製品有限公司 ,"54,000.00",2
,,,
STANDARD MOTOR COMPANY LIMITED ,標準微型摩打有限公司 ,"680,559.00",27
,,,
STANDARD MOTOR PRODUCTS (HONG KONG) LIMITED ,先達汽車產品(香港)有限公司 ,"270,000.00",10
,,,
STANDARD ONLINE ADVERTISING COMPANY LIMITED ,標準線上廣告有限公司 ,"48,000.00",2
,,,
STANDARD SPORTING GOODS COMPANY LIMITED ,標準體育用品有限公司 ,"54,000.00",2
,,,
STANDARD WATERPROOFING ENGINEERS CO LTD ,標準防水工程有限公司 ,"135,000.00",6
,,,
STANDARD WATERPROOFING SOLUTION LIMITED ,標準防漏工程有限公司 ,"94,395.00",4
,,,
STANDBEST INTERNATIONAL DEVELOPMENT LTD ,立益國際發展有限公司 ,"70,395.00",4
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
STANDHILL TECHNOLOGY LIMITED ,立山而科技有限公司 ,"66,450.00",3
,,,
STANDOUT DESIGN LIMITED ,思銳設計展覽有限公司 ,"145,065.00",7
,,,
STANFORD BIOTECH LIMITED ,詩康富生物科技有限公司 ,"72,000.00",3
,,,
STANFORD INSURANCE BROKERS LIMITED ,銳豐保險顧問有限公司 ,"81,000.00",5
,,,
STANHOPE SHEPHERD ( H.K.) LIMITED ,展翅海外有限公司 ,"49,500.00",2
,,,
STANS PRODUCTION LIMITED ,,"216,600.00",9
,,,
STAR ARTS CO. ,星藝公司 ,"50,625.00",2
,,,
STAR BAY LIMITED ,明湖有限公司 ,"27,000.00",1
,,,
STAR BEAUTY ,,"27,000.00",2
,,,
STAR BEAUTY & MEDICAL CENTER LIMITED ,星悅堂美學中心有限公司 ,"243,000.00",9
,,,
STAR BEAUTY LIMITED ,星日堂美容中心有限公司 ,"179,169.00",7
,,,
STAR BIKE LIMITED ,星際車業有限公司 ,"57,000.00",3
,,,
STAR CAPITAL INVESTMENT LIMITED ,星匯資本投資有限公司 ,"27,000.00",1
,,,
STAR CARE EMPLOYMENT AGENCY ,星越僱傭中心 ,"83,550.00",5
,,,
STAR CHAMP INVESTMENT LIMITED ,星志投資有限公司 ,"135,000.00",5
,,,
STAR CITY ACCOUNTING CONSULTANTS COMPANY ,星城會計顧問公司 ,"42,750.00",2
,,,
STAR CONCORD LIMITED ,星協有限公司 ,"42,324.00",2
,,,
STAR CREATION INTERNATIONAL LIMITED ,星展國際有限公司 ,"54,000.00",2
,,,
STAR CUP LIMITED ,星百合有限公司 ,"293,874.00",12
,,,
STAR DIAM ,,"63,750.00",3
,,,
STAR ELITE (F&B) GROUP LIMITED ,星泓飲食集團有限公司 ,"217,689.00",9
,,,
STAR FAITH INDUSTRIES LIMITED ,湛昌實業有限公司 ,"604,911.00",21
,,,
STAR FOOD PRODUCTS LIMITED ,多元食品有限公司 ,"270,081.00",12
,,,
STAR FOODS LIMITED ,,"423,552.00",40
,,,
STAR FORTUNE LIMITED ,星福有限公司 ,"337,284.00",12
,,,
STAR GALAXY GLOBAL LIMITED ,星際匯環球有限公司 ,"15,000.00",1
,,,
STAR GEMS ,,"81,000.00",4
,,,
STAR GLOBE LTD. ,昇虹有限公司 ,"56,160.00",3
,,,
STAR HOLIDAY TRAVEL LIMITED ,星光假期旅遊有限公司 ,"12,000.00",1
,,,
STAR HOT STAMPING COMPANY LIMITED ,恒星燙金有限公司 ,"135,000.00",5
,,,
STAR INTERNATIONAL TRADING COMPANY LIMITED ,,"78,075.00",3
,,,
STAR JOY RESTAURANT LIMITED ,星悅飲食有限公司 ,"421,326.00",22
,,,
STAR LIGHT 88 LIMITED ,星光88有限公司 ,"122,250.00",5
,,,
STAR LIGHT FOOD SERVICES LIMITED ,星朗食品有限公司 ,"967,374.00",41
,,,
STAR LIGHT HAIR PRODUCTS COMPANY LIMITED ,星光髮品有限公司 ,"125,850.00",6
,,,
STAR LIGHT INTERIOR DESIGN LIMITED ,星輝室內設計有限公司 ,"27,000.00",1
,,,
STAR LINE TRADERS LIMITED ,,"76,602.00",3
,,,
STAR MUSIC HONG KONG LIMITED ,星級音樂有限公司 ,"40,425.00",3
,,,
STAR NETWORK COMPUTER LIMITED ,星辰網絡電腦有限公司 ,"72,000.00",3
,,,
STAR ON SYSTEM LIMITED ,星安系統有限公司 ,"211,701.00",8
,,,
STAR ONE PRODUCTION LIMITED ,東田制作有限公司 ,"362,298.00",14
,,,
STAR PLUS LIMITED ,,"378,000.00",14
,,,
STAR POWER (CHINA) LIMITED ,星威(中國)有限公司 ,"27,480.00",2
,,,
STAR PRESTIGE LIMITED ,澎星有限公司 ,"54,000.00",2
,,,
STAR PROPERTIES (H.K.) LIMITED ,星星地產(香港)有限公司 ,"739,800.00",28
,,,
STAR RIVER CAPITAL LIMITED ,星河資本有限公司 ,"54,000.00",2
,,,
STAR RIVER FASHION ACCESSORIES & PARTS (HONG KONG) LIMITED ,星河首飾配件(香港)有限公司 ,"54,000.00",2
,,,
STAR SEIKI (HONGKONG) COMPANY LIMITED ,星精密機械有限公司 ,"135,000.00",5
,,,
STAR TALENT LIMITED ,,"108,000.00",4
,,,
STAR TALENT PRODUCTION LIMITED ,星火製作有限公司 ,"22,500.00",1
,,,
STAR TEAM INDUSTRIAL LIMITED ,星盟實業有限公司 ,"135,000.00",7
,,,
STAR TEAM LIMITED ,迅得有限公司 ,"162,000.00",8
,,,
